22.463817,91.974133
22.463817,91.974134
22.463817,91.974135
22.463817,91.974136
22.463817,91.974137
22.463817,91.974138
22.463817,91.974139
22.463817,91.974140
22.463818,91.974141
22.463818,91.974142
22.463818,91.974143
22.463818,91.974144
22.463818,91.974145
22.463818,91.974146
22.460107,91.969395
22.460107,91.969396
22.460107,91.969397
22.460107,91.969398
22.460107,91.969399
22.460107,91.969400
22.460108,91.969401
22.460108,91.969402
22.460108,91.969403
22.460108,91.969404
22.460108,91.969405
22.460108,91.969406
22.460108,91.969407
22.460108,91.969408
22.460108,91.969409
22.460108,91.969410
22.460109,91.969411
22.460109,91.969412
22.460109,91.969413
22.460109,91.969414
22.460109,91.969415
22.460109,91.969416
22.460109,91.969417
22.460109,91.969418
22.460109,91.969419
22.460109,91.969420
22.460110,91.969421
22.460110,91.969422
22.460110,91.969423
22.460110,91.969424
22.460110,91.969425
22.460110,91.969426
22.460110,91.969427
22.460110,91.969428
22.460110,91.969429
22.460110,91.969430
22.462852,91.970683
22.462852,91.970684
22.462852,91.970685
22.462853,91.970686
22.462853,91.970687
22.462853,91.970688
22.462853,91.970689
22.462853,91.970690
22.462853,91.970691
22.462853,91.970692
22.462853,91.970693
22.462853,91.970694
22.462853,91.970695
22.462854,91.970696
22.462854,91.970697
22.462854,91.970698
